claimant_id,name,gender,age,marital_status,occupation,annual_income,credit_score,state,address,phone,bank_account_hash,policy_type,policy_tenure_years,prior_claims_count
CL002154,Kristin Hoover,Female,38,single,Construction Worker,70050.46,792,GA,"78556 Rivera Estate, North Shannonland, SC 21242",001-208-313-3241x25496,GB47XGHJ85368190987767,liability_only,0.3,0
CL002155,Jason Miller,Female,44,divorced,Construction Worker,117423.75,671,TX,"1250 Samantha Circle Apt. 911, South Jessicaborough, WY 62877",554.862.8406x1632,GB32POLV72985407149918,comprehensive,6.0,0
CL002156,Ashlee Moore,Female,43,divorced,Electrician,38957.38,615,FL,"148 Schneider Isle, Lake Jacqueline, WA 90339",+1-515-685-1743x2806,GB76VVDM59152017774905,full_coverage,7.3,0
CL002157,Christian Guzman,Female,47,single,Sales Representative,78788.22,736,MI,"14104 Weaver Coves, Katiechester, CO 19297",(806)767-1555,GB16AIVM76550560572364,full_coverage,8.8,0
CL002158,Elizabeth Allen,Female,43,married,Administrative Assistant,68457.59,751,NY,"6714 Moore Islands, North Darlenehaven, GA 86455",001-422-948-8458x195,GB79ODCH15176788235513,comprehensive,6.5,0
CL002159,Christopher Bell,Male,57,married,Teacher,58907.87,668,OH,"99403 Cheryl Stravenue Suite 878, Bryanport, TN 48053",888.652.8386,GB19UOAU98636794339595,comprehensive,7.6,1
CL002160,Denise Taylor,Male,57,single,Retired,49306.63,684,PA,"081 White Valleys Suite 803, Andersonhaven, DE 80462",(623)264-9569x17578,GB60CGXM62206336066027,full_coverage,12.3,2
CL002161,Timothy Lozano,Female,64,married,Freelancer,68226.55,718,FL,"2533 Carpenter Points Apt. 530, South Carolfort, PW 83244",+1-572-230-7445,GB62WLDV22063870781592,full_coverage,2.9,0
CL002162,Bryan Harper,Male,57,single,Retired,116601.25,717,TX,"2574 Trevino Ville Suite 157, Shelbyside, AL 66148",(863)316-4895x9353,GB83ZBHR74871644569020,liability_only,1.1,0
CL002163,Gary Sanchez,Male,18,single,Chef,59338.46,667,PA,"USNV Smith, FPO AE 61756",001-865-789-1497,GB81VCSA17499383797857,full_coverage,3.5,1
CL002164,Tricia Porter,Male,54,single,Retail Worker,44846.92,674,OH,"770 Kenneth Drive Suite 276, Brandimouth, IN 96740",610-274-4303x2081,GB78CQID86422359605396,comprehensive,1.0,0
CL002165,Sabrina Lozano,Male,50,married,Retired,150669.93,625,NY,"4829 Holmes Mill Apt. 263, Ericchester, NH 19922",337-414-0828x663,GB36SADK44014015250300,liability_only,6.8,0
CL002166,Lori Baker,Female,61,single,Sales Representative,57655.39,664,CA,"173 Emily Junctions Apt. 994, Kellifurt, NJ 83844",(668)711-1041,GB04WCOJ90646351140190,comprehensive,0.4,3
CL002167,Elizabeth Hoffman,Male,59,divorced,Sales Representative,131868.6,626,OH,"38955 Miller Mountain, Joelmouth, MD 29471",(232)473-3791,GB46KBUE26652826481312,full_coverage,0.2,0
CL002168,Dawn Smith,Female,72,married,Nurse,41986.8,731,NC,"USNV Lane, FPO AP 50577",656.444.1322x07108,GB78LMLR92848815906192,comprehensive,2.2,0
CL002169,Brittney Thompson,Female,60,single,Consultant,40401.17,703,CA,"Unit 2648 Box 4764, DPO AE 61527",514.610.8878,GB76MDRQ45243452436801,comprehensive,0.2,1
CL002170,William Arnold MD,Male,61,divorced,Mechanic,74674.39,676,GA,"04085 Henry Streets Suite 575, West Lorifurt, RI 48944",860-376-8231x457,GB16DBEF51446484132697,liability_only,19.0,1
CL002171,Karen Barrett,Female,73,single,Administrative Assistant,30476.4,706,NC,"85864 Tony Cliff, Mariamouth, PR 05253",363-394-3665,GB63EVEP47319874062152,liability_only,8.8,4
CL002172,Tina Macias,Female,51,married,Freelancer,90559.0,772,CA,"556 Malone Land, Sharpfort, MN 22754",(914)422-0798x2730,GB13EWBO05342026349607,comprehensive,1.3,0
CL002173,Michael Norton,Female,47,married,Business Owner,82935.34,656,FL,"6688 Tracy Groves Suite 706, Elizabethfurt, VA 22133",698.712.3878x0038,GB92OUGR99756341085628,liability_only,0.0,0
CL002174,Kevin Evans,Female,25,married,Warehouse Worker,73962.17,850,FL,"31553 Daniel Crest, Johnshire, MP 05830",330.422.3779x64439,GB26AXSX23717035480719,full_coverage,4.8,1
CL002175,Cynthia Oliver,Female,30,divorced,Sales Representative,31863.59,641,CA,"6015 Andrew Inlet, New Michael, HI 68577",(591)241-3270x43917,GB97GEGY11093878812956,full_coverage,5.5,0
CL002176,Melissa Harris,Male,48,married,Retail Worker,38101.44,630,NY,"312 Rachel Parkways, New Timothy, MA 56958",001-688-964-7149,GB51IYMS23760179434337,comprehensive,1.1,1
CL002177,Michelle Adams,Male,58,single,Retired,31445.3,606,MI,"PSC 9025, Box 0392, APO AP 52706",359.587.6220x234,GB10OHQH95972466572934,full_coverage,2.8,2
CL002178,Jillian Leon,Male,33,single,Retired,46222.68,745,MI,"22868 Leonard Underpass, Port Adam, KS 97477",+1-225-963-4431x21690,GB10SGSV69068287007625,liability_only,0.3,1
CL002179,Tammy Russell,Male,29,married,Truck Driver,35568.97,628,GA,"PSC 4926, Box 1425, APO AE 79561",586-575-6836x3331,GB41HZRF46609373282015,full_coverage,2.8,0
CL002180,Melissa Kim,Female,48,married,Accountant,148230.53,610,OH,"18603 Daniel Inlet, Floresport, PA 79234",369.606.5227x20438,GB17CECI55664457720080,comprehensive,2.1,0
CL002181,Alicia Beck,Female,67,single,Administrative Assistant,35397.92,556,FL,"954 Walter Falls Apt. 158, Lake David, ME 21906",111-556-7821,GB22AHJM07791570814843,liability_only,3.4,0
CL002182,Heather Salinas,Male,61,divorced,Chef,48058.0,671,FL,"2178 Waller Avenue Apt. 667, Edwardsbury, NC 66796",438-905-3343x26588,GB89NQRD50885002999077,comprehensive,4.2,1
CL002183,Thomas Taylor,Male,72,married,Police Officer,58276.86,669,GA,"273 Stephens Mills Suite 280, Maryhaven, NE 74806",350-430-9137,GB58RHPT00027363793589,full_coverage,0.4,0
CL002184,David Davis,Female,45,married,Electrician,50060.43,673,OH,"9849 Rowe Coves, East Makayla, OK 19170",001-585-902-7494x06067,GB33BHTG96876712237392,liability_only,0.1,1
CL002185,Amanda Walsh,Female,51,married,Consultant,70097.34,670,NY,"57026 Williams Vista Apt. 298, South Angelaland, GA 96885",+1-216-504-9018x92650,GB06TSCL68343471135139,comprehensive,1.3,0
CL002186,Michael Irwin,Male,56,married,Freelancer,103762.61,762,NC,"468 Roberto Avenue Apt. 688, South Mary, MI 63629",340-469-2471,GB92HKDO35957244937631,comprehensive,0.3,0
CL002187,Angela Weaver,Female,58,single,Chef,97824.31,674,FL,"49917 Reed Shore Suite 177, Woodberg, IN 13793",(658)964-7026x01680,GB80ZIGN94680546354153,full_coverage,2.1,2
CL002188,Connor Rose,Female,32,divorced,Warehouse Worker,72170.24,659,OH,"2539 Jennifer Port Apt. 469, Foxland, FL 53272",001-273-490-8694x38374,GB82LWKF84003532445768,liability_only,1.1,0
CL002189,Natasha Anthony,Male,40,single,Chef,48547.6,705,NC,"6077 Adrienne Lock, Leemouth, NY 70410",(486)871-9713x20923,GB93PPFF76723232907568,full_coverage,0.3,0
CL002190,Robert Duran,Female,35,single,Consultant,96695.5,733,FL,"7447 Terry Loop Apt. 901, Franklinland, AK 80615",+1-983-209-2450x0496,GB33QSHN16222700261669,liability_only,1.2,0
CL002191,Philip Walker,Male,31,single,Chef,71280.37,801,MI,"646 Anthony Course, Lindaville, MO 57640",5722898658,GB09SQHN64165076567385,comprehensive,2.1,0
CL002192,Austin Griffin,Female,48,married,Truck Driver,56037.01,668,GA,"Unit 5224 Box 1491, DPO AP 95066",2906539040,GB96XJID81769350837006,full_coverage,5.4,1
CL002193,Jay Romero,Male,24,married,Nurse,27505.67,769,TX,"37920 Gonzalez Burg, Patrickshire, MT 82345",529.800.6438x4282,GB24HSDM38888705276837,comprehensive,6.5,0
CL002194,Danielle Rivera,Female,20,divorced,Nurse,121390.91,748,IL,"9142 Norton Isle Suite 255, Ericashire, FL 91067",553.638.7657x58240,GB74DLQW58393660553782,comprehensive,17.6,1
CL002195,Veronica Garcia,Male,80,single,Truck Driver,36501.79,583,NY,"71627 Roberts Groves Apt. 905, Forbeshaven, OR 47318",+1-884-329-5249x6726,GB16TUDF38050833504258,full_coverage,3.7,1
CL002196,Rachel Wolfe,Male,72,single,Freelancer,25957.05,550,GA,"5022 Jones Streets Apt. 183, Barnesmouth, GA 49004",977-933-2945x6255,GB63MIJC34327560417765,liability_only,0.9,0
CL002197,Tyler Tran,Male,39,divorced,Truck Driver,146125.1,776,FL,"1190 Meghan Knoll, South Lauren, VT 47985",(738)885-6853x1935,GB60UJXZ29277823681314,full_coverage,9.3,0
CL002198,Carlos Wright,Male,29,single,Business Owner,109934.09,539,GA,"976 Kerr Shore, Cherylton, FM 02315",(703)822-9698x9314,GB87WNEK28251646530193,full_coverage,3.5,1
CL002199,Elizabeth Scott,Male,39,single,Retail Worker,94639.31,670,FL,"PSC 4775, Box 1525, APO AA 50811",(388)852-5302,GB46PGRA47677839018384,comprehensive,0.7,0
CL002200,Amy Norris,Female,26,divorced,Retired,54610.21,682,OH,"956 Jimenez Union, Rebeccaberg, NY 13051",+1-572-823-5303,GB71TWOY51811698173748,full_coverage,3.1,0
CL002201,Laura Cummings,Male,79,widowed,Mechanic,89568.78,579,GA,"55744 Rogers Manor, West Amanda, MN 33334",803-826-7887,GB20DDHA14444104868906,full_coverage,2.9,0
CL002202,Ryan Foster,Male,63,widowed,Consultant,83596.89,786,IL,"8906 Carpenter Motorway Apt. 013, North Matthewmouth, CT 56971",001-699-943-9185x68674,GB55KQMX21875406570224,comprehensive,5.2,0
CL002203,Gregory Gibson,Male,52,single,Truck Driver,32007.57,706,MI,"59761 Danny Shore, Davidborough, ID 38905",923-915-0337,GB68VVZI74673896000320,full_coverage,0.7,1
CL002204,Steven Jones,Female,48,widowed,Construction Worker,38284.69,650,IL,"712 Tammy Tunnel Apt. 442, Meganville, MS 55766",5726998955,GB21KPLM83482277893484,liability_only,0.1,0
CL002205,Christina Robinson,Male,19,married,Retired,87401.71,652,CA,"900 Madeline Ranch Apt. 938, Stokeschester, TX 87023",+1-714-573-3220x6339,GB69IDAH45550145307300,full_coverage,5.0,0
CL002206,Ryan Vargas,Other,38,married,Manager,78134.79,708,NY,"3765 Wood Trace Suite 462, Port Alexander, TX 25821",(399)495-7538x0299,GB25UAEQ02132640116628,full_coverage,0.9,0
CL002207,Brittany Armstrong,Male,25,single,Electrician,77709.59,730,FL,"155 Johnson Point, Davisbury, TX 06844",258.950.0176x92099,GB33FYOR09085259463089,liability_only,5.0,0
CL002208,Elizabeth Berry MD,Female,23,married,Police Officer,48904.21,701,IL,"1349 Stacy Knolls, Brendashire, MN 23567",+1-692-216-7223,GB28FZZR79573637599532,liability_only,1.4,0
CL002209,Patrick Cruz,Male,69,married,Software Engineer,46769.4,827,IL,"6136 Stephen Lodge Suite 540, West Russell, FM 67850",342.591.2930x431,GB50BCEY15500179225664,full_coverage,3.3,0
CL002210,John Woodard,Other,27,married,Consultant,72533.71,659,CA,"Unit 2948 Box 8064, DPO AP 99934",+1-706-985-8069x84349,GB73TLQY23247114627720,full_coverage,6.3,0
CL002211,Amber Wong,Female,45,married,Manager,37916.1,692,OH,"5381 Randall Locks, East Angelaville, VI 50256",413-320-9635x879,GB74ETKT16039989890521,full_coverage,6.7,0
CL002212,Casey Sharp,Male,27,married,Police Officer,123180.59,676,IL,"92291 Gonzalez Grove Suite 191, Rosemouth, OH 17852",935.262.3261x002,GB68GDWJ42510110900537,liability_only,0.8,0
CL002213,Vernon Adkins,Female,42,single,Administrative Assistant,48060.05,635,PA,"172 Rebecca Trail Apt. 229, Port Tracy, MT 10667",(920)370-7319,GB71PKWO62837967566376,liability_only,2.0,0
CL002214,Scott Hayes,Male,24,divorced,Electrician,41573.69,595,NC,"7240 Alicia Cliff Suite 991, New Ginachester, WA 98682",+1-488-261-5553x5135,GB32OMNP98899684275846,comprehensive,2.6,1
CL002215,Madison Gonzalez,Female,27,married,Sales Representative,120742.99,589,TX,"9578 Coleman Summit, Michaelmouth, KY 40690",555-488-4506x159,GB18DEAP54527985240132,liability_only,2.8,0
CL002216,James Macdonald,Male,78,divorced,Teacher,26705.57,778,CA,"Unit 7876 Box 1870, DPO AA 63042",6814091343,GB50SNNJ31218851821642,full_coverage,0.0,0
CL002217,Adam Jacobs,Male,55,single,Consultant,29288.64,568,GA,"869 Moore Union Apt. 995, Boyleville, WI 96967",6109353048,GB63NSPW39716479909742,full_coverage,7.4,0
CL002218,Brenda Mcdowell,Male,65,married,Nurse,47937.01,707,FL,"93023 Jenna Port, West Ashleymouth, IA 28597",706-600-9621,GB11YRBK86919563938651,liability_only,1.9,0
CL002219,David York,Female,72,single,Software Engineer,35659.98,671,CA,"90658 Amber Creek, East Michaelville, SC 52715",436-457-0594,GB10TQIO83501693933615,full_coverage,1.1,1
CL002220,Tiffany Stevens,Female,75,married,Chef,109435.19,674,IL,"716 Emily Island Suite 266, Timothyside, VI 13996",(357)245-8028x2402,GB80CSYV23702669191572,full_coverage,9.0,0
CL002221,Christopher Beck,Male,72,married,Retired,15000.0,701,MI,"365 Jill Fords, Jamiemouth, NE 85022",+1-740-606-5861,GB15YHKR14918824367580,full_coverage,3.1,0
CL002222,James Moore,Male,66,married,Nurse,55979.71,769,GA,"210 Rebecca Rue, Torresberg, WY 12261",6567901716,GB81IJDD25173841750227,liability_only,9.0,1
CL002223,Courtney Garcia,Female,62,single,Truck Driver,69523.72,644,NC,"784 Danielle Inlet, Lake Stevenmouth, KY 86156",835-381-1288x0133,GB34DBES32184011845826,liability_only,0.2,0
CL002224,Glenn Wright,Female,62,divorced,Sales Representative,83726.3,756,FL,"220 Veronica Estates, Bryantown, NV 22103",+1-612-718-7854x27020,GB71KOIW63990433168207,full_coverage,1.1,0
CL002225,Jacob Mcbride,Female,68,married,Administrative Assistant,46310.35,459,NY,"061 Kerry Crest, Lake Stephen, ID 29365",001-574-350-2145,GB36CLSP49786643913261,full_coverage,4.0,0
CL002226,George Greene,Male,74,married,Manager,35710.78,637,PA,"345 Dylan Court, Melindafort, AZ 80024",380-401-4289,GB71TWOY51811698173748,comprehensive,2.2,0
CL002227,Kristen Sutton,Female,73,single,Nurse,55830.68,791,MI,"24241 Wright Landing Apt. 064, South Diana, VT 12976",9649256908,GB16ZEBZ70496110804661,liability_only,1.4,0
CL002228,Christina Cisneros,Male,34,single,Software Engineer,47444.84,750,IL,"14343 John Burg Suite 897, Kennethview, NE 73916",+1-971-374-9095x52980,GB02PTNW53217091177864,full_coverage,0.9,0
CL002229,Tina Robbins,Female,70,married,Software Engineer,54139.96,568,MI,"588 Munoz Club Suite 758, Scottview, AK 75962",001-492-764-3690x25855,GB45CNDE95401795598983,liability_only,12.1,2
CL002230,Corey Williams,Female,25,married,Retired,66731.38,633,IL,"107 James Rapid Apt. 869, Villaland, MI 16652",250-339-2733,GB03DSZA21287809280414,full_coverage,0.5,1
CL002231,Sarah Gross,Female,18,widowed,Construction Worker,53495.79,662,NY,"765 Chavez Springs, Whitechester, MH 26999",001-521-383-5384x127,GB09ANXG81518049637702,full_coverage,12.3,0
CL002232,Anthony Chen Jr.,Female,18,married,Freelancer,44143.62,582,IL,"99861 Hernandez Port Apt. 191, Mikaylastad, FM 54357",+1-525-680-0106x18175,GB46HAHN62543617213145,comprehensive,0.0,1
CL002233,Alyssa Cuevas,Male,71,married,Truck Driver,113903.91,850,FL,"982 Paul Meadow, Goodwinchester, MP 73273",7425850388,GB92NPZC76534738352141,full_coverage,6.1,1
CL002234,Kelly Johnson,Male,27,divorced,Electrician,130168.02,666,OH,"718 Andrew Fort Apt. 011, South Jose, AZ 87129",640-898-5670x62154,GB51XJYP97618574386625,comprehensive,2.1,0
CL002235,Phillip Mason,Female,27,single,Accountant,110312.2,573,FL,"185 Xavier Shoal, West John, TX 26808",414-610-0957,GB33XVCW99765304827215,full_coverage,0.4,1
CL002236,Philip Lawrence,Female,38,married,Truck Driver,72272.59,771,PA,"16821 King Well, Doyleview, OK 20733",001-620-673-5562x0229,GB84LDGU19894847071730,full_coverage,10.1,0
CL002237,Angelica Powell,Female,19,single,Business Owner,25189.71,622,PA,"613 Steven Crest, South Sarah, LA 67199",835-381-1288x0133,GB60QLHS07895677665754,full_coverage,5.1,1
CL002238,Brian Newton,Female,71,divorced,Retired,89654.25,667,CA,"5984 Murray Estates Apt. 052, South Amandatown, WY 93750",(296)413-8734x35711,GB68XHJO70472902388139,full_coverage,1.8,0
CL002239,Cindy Anderson,Male,49,married,Warehouse Worker,25111.59,656,PA,"Unit 8187 Box 6322, DPO AP 13745",8816440930,GB97RFZP21484634627714,liability_only,7.8,0
CL002240,Brooke Turner,Male,35,single,Retired,77281.84,678,CA,"Unit 6330 Box 7273, DPO AE 18119",001-656-496-6146x9561,GB97VMZN05339203300989,comprehensive,0.8,0
CL002241,Kimberly Harris,Female,47,single,Warehouse Worker,105872.13,580,OH,"7443 Martinez Pines, Port Deannaville, NY 40921",(329)382-0107x2287,GB28NJQQ78983373202535,full_coverage,8.4,0
CL002242,Tony Perry,Male,37,single,Mechanic,38724.14,540,FL,"27865 Williams Harbor Apt. 688, Lake Charlesport, MT 74339",241.298.5538x93175,GB18XSKN14880193943493,full_coverage,3.9,0
CL002243,Nancy Mccall,Female,39,married,Police Officer,33233.89,774,NY,"107 James Rapid Apt. 869, Villaland, MI 16652",250-339-9440,GB03DSZA21287809280414,liability_only,1.3,1
CL002244,Mary Walker,Female,20,divorced,Electrician,36871.64,501,GA,"90692 Rasmussen Dam, Erintown, OR 23825",+1-318-390-0091x3253,GB16ESXB47270031851325,comprehensive,8.3,3
CL002245,Allison Cox,Male,40,single,Construction Worker,78090.64,639,FL,"6585 Cox Burg, Port Justin, VA 57566",8412103740,GB68ZYBJ51266497844376,comprehensive,5.4,0
CL002246,Amanda Hampton,Male,35,divorced,Consultant,47175.87,687,MI,"5287 Joseph Path Apt. 341, Tommyshire, CT 80801",(891)926-8471,GB72DCBB79851921804399,liability_only,0.4,0
CL002247,Christopher Burns,Male,71,married,Teacher,54582.1,705,IL,"343 Nicole Land Apt. 303, Elizabethchester, UT 01556",(948)569-6635,GB21YJYX62321682419753,full_coverage,0.4,0
CL002248,Chad Patton,Male,56,married,Software Engineer,35563.95,721,NC,"Unit 4093 Box 9423, DPO AA 04353",333.865.6418,GB05EGAT27078689100872,full_coverage,12.7,0
CL002249,Catherine Patton,Male,40,widowed,Manager,109426.12,599,TX,"3967 Walker Wall, Port Debra, SD 24448",+1-251-312-6833x1743,GB71TWOY51811698173748,full_coverage,2.2,1
CL002250,Steven Small,Male,45,single,Truck Driver,66021.53,568,IL,"3055 Tina Ridges, Traceychester, AR 83468",(718)212-9957,GB30BVCN78073956238127,comprehensive,10.9,0
CL002251,Rebecca Daniels,Female,19,married,Electrician,77221.56,733,IL,"5618 Oconnell Fords Suite 474, North Ericport, GU 92868",+1-809-973-3977,GB54GOHM34669254812147,full_coverage,0.5,0
CL002252,Amber Hayden,Male,47,married,Electrician,26428.75,639,MI,"74856 Jeffrey Lights Apt. 628, Lopezport, ND 61682",(221)398-2112x1785,GB07EMVA25324840599147,comprehensive,1.4,0
CL002253,Leslie Cannon,Male,77,single,Warehouse Worker,66782.86,659,MI,"64823 Jacobs Court Apt. 578, South Jo, CO 91294",+1-832-894-1116,GB92UZTQ90949516804050,liability_only,1.5,0
CL002254,Lisa Erickson,Male,57,single,Student,60661.64,725,PA,"Unit 7286 Box 6345, DPO AP 30655",3048703194,GB39JXXI43358424670845,liability_only,0.6,3
CL002255,David Cochran,Male,38,divorced,Administrative Assistant,50021.71,725,PA,"28749 Solis Gardens, East Blakechester, SD 36648",574-705-1980,GB54OQRD35432181264150,liability_only,3.0,0
CL002256,Lisa Ortiz,Female,23,married,Police Officer,22275.44,824,TX,"769 Marissa Fall Apt. 135, West Eugene, FM 75447",426.396.1952x54587,GB98GNEE76792790541331,full_coverage,0.1,2
CL002257,Patrick Francis,Other,18,married,Chef,70841.24,695,NC,"636 Matthew Oval, North Kyle, WA 12790",(404)674-6395,GB27MZUU63216038080736,liability_only,3.8,2
CL002258,Sherri Garcia,Female,64,divorced,Freelancer,66321.13,556,PA,"USNS Gonzalez, FPO AA 35348",297-950-1482x188,GB35TBUC43735740012263,liability_only,2.7,0
CL002259,Rebecca Wu,Female,76,married,Electrician,50716.81,704,CA,"298 Cindy Divide, North Benjamin, MI 43536",6858691875,GB58FNCG22168280816217,liability_only,12.5,0
CL002260,Alan Moore,Male,68,married,Electrician,95027.81,772,OH,"6253 Mitchell Meadows, Riveraberg, WA 07934",710-226-8033x076,GB23AROF33951788014312,full_coverage,2.8,1
CL002261,Brittany Hoover,Male,41,married,Electrician,155616.13,676,MI,"826 Mccarthy Keys, South Edward, KY 86900",001-286-339-8771x56510,GB35QAYX35672152409383,comprehensive,6.2,0
CL002262,Brandi Vincent,Female,50,married,Consultant,103009.81,695,CA,"006 Oconnor Expressway, Snyderfurt, MI 72069",001-755-466-1390x60480,GB56KKVZ44518952028457,full_coverage,3.7,0
CL002263,Brad Miller,Male,38,divorced,Truck Driver,62747.35,754,FL,"967 Katelyn Mission Apt. 412, Taraberg, WV 35145",278.219.9357x25637,GB83QEKD23819626336538,liability_only,1.0,1
CL002264,Karina Griffin,Male,57,single,Mechanic,42733.68,647,IL,"34252 Coleman Alley Suite 475, East Michael, MI 60862",782.440.7936,GB72YZQT98855059206337,full_coverage,2.5,0
CL002265,Matthew Montoya,Male,48,married,Business Owner,61411.52,680,CA,"42855 Jensen Point, Gonzalezberg, WY 16206",001-762-982-3088x035,GB58CIYF19236466604589,full_coverage,4.2,0
CL002266,David Hernandez,Female,19,single,Software Engineer,53533.28,787,NY,"7884 Ingram Creek, Heatherview, DE 47676",+1-770-554-1345x304,GB15HWKN65726256265859,full_coverage,2.9,1
CL002267,Rhonda Keller,Male,53,single,Sales Representative,53110.57,563,CA,"0164 Ellis Burgs Suite 436, Lake Daniellemouth, NH 34983",493.241.9961x76443,GB15XJPK92177868205379,full_coverage,1.9,0
CL002268,James Marshall,Female,64,divorced,Sales Representative,106072.84,738,GA,"4649 Day Unions, West Amy, MI 78544",001-410-361-5343x36671,GB82BVOS10848241794652,liability_only,2.0,0
CL002269,Tara Bell,Female,18,single,Truck Driver,62694.27,598,NC,"30530 Miller Unions Apt. 270, Careymouth, TX 90212",466-722-3088x6158,GB64BPCG33959752357965,full_coverage,3.3,1
CL002270,Angela Guzman,Male,46,married,Student,71456.51,746,PA,"77574 Christine Loaf Apt. 242, North Christophermouth, TX 04619",(556)823-6406,GB78GNAL74707670310051,full_coverage,2.8,0
CL002271,Stephen Jackson,Male,76,married,Nurse,28583.81,614,NY,"38672 Dana Shoal Apt. 586, Michaelland, WY 17642",948.555.0563x53067,GB49RJCC07342946411713,full_coverage,0.3,2
CL002272,Kimberly Lewis,Male,53,single,Software Engineer,46620.68,674,MI,"259 Christine Divide Apt. 228, South Jillside, GA 87401",232.294.1946,GB60PRUK18157750411905,comprehensive,3.0,0
CL002273,Joseph Wilson,Male,43,married,Truck Driver,81763.43,637,NC,"39668 Lambert Prairie, South John, DE 96236",286.780.8888x2390,GB32EFHQ92412563747626,liability_only,5.7,0
CL002274,Jordan Sharp,Male,51,single,Mechanic,65151.69,623,NC,"087 Steven Court Suite 174, East Michaelberg, NV 01184",9873803240,GB91NFQH47548002914672,full_coverage,8.7,0
CL002275,Adrian Peters,Male,42,single,Construction Worker,126279.19,715,IL,"72238 Johnson Underpass Suite 209, Lake Dariusport, RI 07131",+1-301-387-1091x2676,GB04RFQW31031939810357,comprehensive,6.4,1
CL002276,Clifford Brown,Male,65,married,Freelancer,107516.99,767,MI,"Unit 7707 Box 3301, DPO AP 81570",(587)329-1310,GB12MGAU98408630936458,comprehensive,9.7,0
CL002277,Kristen Patterson,Male,60,single,Retail Worker,47403.4,739,CA,"78858 Barnett Square Apt. 192, North Bethany, UT 67247",(263)303-5994,GB50EHND66033397905886,full_coverage,16.0,0
CL002278,Thomas Morgan,Male,70,single,Consultant,68277.36,750,PA,"12341 Tucker Junction Apt. 144, Port Robertshire, IN 05570",471.623.2127x509,GB06JQPU37227701559005,comprehensive,7.7,0
CL002279,John Wong,Male,31,divorced,Mechanic,33305.26,802,GA,"7720 Christine Groves, Lake Rebecca, MH 13274",(572)696-9136x0953,GB82TFGA67946733167198,liability_only,0.1,0
CL002280,Kimberly Parker,Male,48,divorced,Manager,40141.91,589,NY,"USS Velasquez, FPO AE 32159",001-792-462-8918x3789,GB38MITE54525241616638,full_coverage,10.8,0
CL002281,Dr. Keith Mccormick,Female,44,single,Electrician,37969.61,641,NY,"1848 Joe Summit Suite 733, Justinville, MT 71465",778.492.6549,GB50PZSP13203133103373,full_coverage,3.0,0
CL002282,Crystal Cruz,Male,80,married,Chef,68068.03,738,MI,"3169 Jennifer Union, East Brenda, ND 70345",425.950.1185,GB33ZPMV38253077601326,comprehensive,3.4,0
CL002283,Denise Rodriguez,Male,23,married,Sales Representative,46466.35,656,TX,"Unit 4906 Box 0467, DPO AP 32648",(236)770-5361,GB75DUUL13490728255146,full_coverage,3.3,1
CL002284,Sarah Daniel,Male,37,married,Teacher,43897.73,795,PA,"339 Nolan Fields Apt. 172, Jamesfort, SC 15569",001-602-823-3348,GB92ABNB30086386499927,comprehensive,2.6,0
CL002285,Deborah Brewer,Female,37,married,Accountant,79735.88,850,TX,"560 Miranda Plains, Josetown, MO 75089",(256)752-9193,GB58WMPV51472678904422,liability_only,4.0,0
CL002286,Miss Pamela Hoffman MD,Female,28,married,Mechanic,96055.57,628,TX,"31718 James Spur, Julieville, PW 56820",554-965-3399x160,GB02UWGW10251173537771,liability_only,1.7,0
CL002287,Peter Ballard,Female,18,single,Retail Worker,51669.19,739,PA,"5459 Smith Corner Apt. 075, Krystalside, SD 61526",001-209-283-7832x198,GB37THOH80338371327903,liability_only,5.3,1
CL002288,Crystal Tapia,Male,32,widowed,Construction Worker,69797.16,618,TX,"049 Austin Place, West Elizabethstad, NY 90702",(930)986-0642,GB56ELSI72141270229572,comprehensive,2.8,0
CL002289,Jamie Rogers,Male,25,single,Retired,65451.76,609,FL,"671 Wagner Pike Apt. 848, South Sandrahaven, MO 35472",(451)388-1431x332,GB88WXUC71073055541398,liability_only,1.5,0
CL002290,Brian Pham,Female,44,divorced,Consultant,37463.58,686,NC,"397 Taylor Glen, Williamside, TX 68978",(427)907-3433,GB89VYEE20390876725449,liability_only,0.6,0
CL002291,Jeremiah Vargas,Male,80,single,Truck Driver,81824.19,727,NY,"909 Robert Prairie, Sarahborough, TN 94373",+1-922-482-0055x7784,GB17WJOU29277423330591,full_coverage,0.9,0
CL002292,Antonio Brooks,Female,25,married,Accountant,69330.37,828,CA,"91878 Miller Port, North Mariahaven, ID 75566",573.497.7406x33569,GB50UVJN27301471959796,full_coverage,3.8,0
CL002293,Douglas Tanner,Male,68,married,Retired,30619.68,791,NY,"5740 Clarke Mall Suite 277, Connieport, PW 31709",668-820-7251x043,GB46RILN86004274998613,comprehensive,1.9,0
CL002294,Nicole Johnson,Female,74,divorced,Sales Representative,52297.82,545,GA,"493 Richardson Park Apt. 832, South Andrewside, MI 83855",001-278-450-8214x8628,GB26DNWA25643471287153,liability_only,5.2,1
CL002295,Rita Green,Male,68,married,Retired,16796.57,516,NY,"5067 Sherri Flat, Port Sabrina, TX 40614",001-320-836-6714x820,GB95UKPN28577738134164,full_coverage,1.7,1
CL002296,Bryan Tate,Female,34,single,Mechanic,80424.79,696,GA,"PSC 7193, Box 2844, APO AE 72139",(978)659-6831,GB12RFPM81014982022507,comprehensive,5.3,0
